name,host_id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,price,maximum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,total_amenities
Amazing full floor loft!,4343091,f,Greenwich Village,Manhattan,40.73525,-73.99398,Entire rental unit,Entire home/apt,2,1.0,600.0,365,364,1,1,0.05,152
"Art-Inspired Oasis in Midtown, Near Bryant Park!",174792040,f,Murray Hill,Manhattan,40.75019,-73.97754,Entire serviced apartment,Entire home/apt,4,1.0,40000.0,1125,113,0,20,0.0,306
2 Bedroom Apartment in the Bronx,125534010,f,Kingsbridge,Bronx,40.87093610000001,-73.900649,Entire rental unit,Entire home/apt,3,2.0,160.0,365,88,12,1,0.39,653
Simply Brooklyn Apt#3,64417354,t,Boerum Hill,Brooklyn,40.6844586,-73.98003720000001,Entire rental unit,Entire home/apt,2,1.0,232.0,1125,257,121,2,5.49,744
Modern and cozy room in Brooklyn,197489882,f,Prospect-Lefferts Gardens,Brooklyn,40.66284,-73.95442,Private room in rental unit,Private room,2,1.0,88.0,365,270,14,3,0.46,491
Spring House • Roomy 1-Bedroom • No18,399865453,t,Nolita,Manhattan,40.7214556,-73.9944242,Entire rental unit,Entire home/apt,2,1.0,203.0,365,259,8,32,0.28,935
Oasis 3,90930266,t,Melrose,Bronx,40.82122,-73.91399,Private room in townhouse,Private room,2,1.0,85.0,28,142,54,4,1.83,819
"Modern& Cozy near Prospect Park, Brooklyn",1033970,f,Prospect-Lefferts Gardens,Brooklyn,40.65711,-73.95048,Entire rental unit,Entire home/apt,4,1.0,217.0,180,177,24,8,0.78,874
Spacious + Basic Room in Basement,374799676,f,Sunset Park,Brooklyn,40.64369,-74.01221,Private room in rental unit,Private room,2,1.0,50.0,30,351,7,4,0.22,14
Large beautiful room in historic brownstone!,2685753,t,Bedford-Stuyvesant,Brooklyn,40.680209,-73.93279,Private room in townhouse,Private room,2,1.0,143.0,365,25,35,1,1.57,854
Spring House • Biggy 1-Bedroom • No4,399865453,t,Nolita,Manhattan,40.7214556,-73.9944242,Entire rental unit,Entire home/apt,2,1.0,196.0,365,311,3,32,0.13,939
Spacious Cozy Comfortable Private Room,488855227,f,Williamsburg,Brooklyn,40.70832,-73.94869,Private room in rental unit,Private room,1,1.0,75.0,365,352,1,12,0.04,444
Waterfront East River Newly Renovated House,450814519,t,Clason Point,Bronx,40.80656,-73.85162,Entire townhouse,Entire home/apt,4,2.0,162.0,1125,339,33,6,1.08,623
"Blueground | East Village, w/d, nr First Park",107434423,f,East Village,Manhattan,40.7238248,-73.99018819999999,Entire rental unit,Entire home/apt,2,1.0,428.0,1125,270,0,1054,0.0,449
Garden-level in Bed-Stuy.1 block from G train,221893,t,Bedford-Stuyvesant,Brooklyn,40.69127,-73.95448,Entire guest suite,Entire home/apt,2,1.0,200.0,26,104,56,1,1.86,626
"Room in 3BR2BA, own bath. 5mins to M R Elmhurst Av",137358866,t,Elmhurst,Queens,40.7404828,-73.88390629999999,Private room in rental unit,Private room,2,1.0,80.0,365,313,8,82,0.27,444
1 bedroom in Condo in Brooklyn Landmark,357325811,t,Cobble Hill,Brooklyn,40.68867,-73.99823,Private room in condo,Private room,2,1.0,163.0,29,365,26,1,0.85,930
Sunlit Central Harlem Condo,489589484,f,East Harlem,Manhattan,40.80963,-73.93739,Private room in rental unit,Private room,1,1.0,175.0,365,365,0,1,0.0,122
Brooklyn Garden Loft,11063315,t,Greenpoint,Brooklyn,40.72443,-73.95051,Entire rental unit,Entire home/apt,4,2.0,500.0,180,171,7,1,0.24,377
Lovely garden duplex Park Slope,2971300,t,Park Slope,Brooklyn,40.67596,-73.97952,Entire rental unit,Entire home/apt,4,1.0,297.0,365,251,28,1,1.0,979
"Bushwick Room, Laundry, 25 min to Manhattan #383",3223938,f,Ridgewood,Queens,40.70097,-73.90571,Private room in rental unit,Private room,1,4.0,44.0,365,351,0,592,0.0,218
"Prospect Park Room, HDTV, Laundry, 2 Bath #343",3223938,f,Flatbush,Brooklyn,40.64845,-73.96986,Private room in rental unit,Private room,1,4.0,45.0,365,365,0,592,0.0,228
Comfort Private Room (108-3-S),10600973,f,East Harlem,Manhattan,40.79333,-73.94391,Private room in rental unit,Private room,1,1.0,96.0,365,362,0,1,0.0,461
Just What You Were Looking For! Pets Allowed,25138314,f,Midtown,Manhattan,40.74782,-73.98652,Room in hotel,Hotel room,2,1.0,376.0,1125,272,0,70,0.0,351
{•Near Manhattan•}.Incredible Sanctuary,464258563,f,Bushwick,Brooklyn,40.68216,-73.90549,Entire rental unit,Entire home/apt,8,2.0,231.0,365,365,1,1,0.03,595
